JournalTitle,JournalID,Publisher,pissn,eissn,additionalIssns,doi,yearissues,language
Bengal Physician Journal,489624,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10070-7066,[],en
Bengal Physician Journal,489625,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10070-7075,[],en
Bengal Physician Journal,489564,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10070-7070,[],en
Bengal Physician Journal,489563,Jaypee Brothers Medical Publishing,,,,10.5005/jp-journals-10070-7078,[],en
Beni-Suef University Journal of Applied Sciences,177445,ScopeMed,20908210,,,10.5455/BUJAS.,[],en
Benign electrocardiographic changes and diaphragmatic contractions while using the NanoKnife A case report,393160,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/A05-2016-5-CR-1,[],en
Benign fibrous histiocytoma of the right clavicle A case report,392921,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100013Z14RM2018CR,[],en
Benign mucous membrane pemphigoid Oral ocular and laryngeal lesions,392478,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z07-2016-7-CR-5,[],en
Beyond the Bench A conversation with Tonya White,436697,Spectrum,,,,10.53053/QJDA4411,[],en
Beyond the Bench A conversation with Tonya White,436718,Spectrum,,,,10.53053/ODSC7407,[],en
Bhartiya Bhasha Siksha Sahitya evam Shodh,325954,ISARA Solutions,,23219726,,10.32804/BBSSES,[],en
Bifunctional Chiral Phosphines,229494,Georg Thieme Verlag KG,,20200404,,10.1055/sos-SD-202-00404,,en
Big Data,464161,Editions Techniques de l Ingenieur,,,,10.51257/o-42659210,[],en
Bilateral abducens nerve palsy with papilledema following electrical injury A case report,392552,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100004Z17YM2018CR,[],en
Bilateral chest wall sarcomas associated with silicone implant capsules in a patient with Li-Fraumeni syndrome,393043,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z11-2016-6-CR-2,[],en
Bilateral dentigerous cyst treated by marsupialization A case report,392495,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z07-2017-18-CR-4,[],en
Bilateral Purtscher-like retinopathy associated to mixed connective tissue disease,392563,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100014Z17MP2019CR,[],en
Biliary dyskinesia an undiagnosed cause of abdominal pain Case report,393977,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100005G02VM2020CR,[],en
Binding of FAK and HIF-1 during mechanoperception,393341,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/c06-2014-2-SR-2,[],en
Biobanking in India and its importance in cancer research,393199,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C01-2017-5-ED-2,[],en
Bioconversion of 2&#8209 Ethylpyridine by Beauveria bassiana,288907,"""Science and Education, Ltd.""",20720297,,,,,en
Biographical Memoirs of Fellows of the Royal Society,60347,The Royal Society,,,,,[],en
BIOINFO Aquatic Ecosystem,203650,Bioinfo Publications,2277369X,22773703,,10.9735/2277-369X,[],en
BIOINFO Business Economics,203387,Bioinfo Publications,22491775,22491783,,10.9735/2249-1775,[],en
BIOINFO Business Management,203386,Bioinfo Publications,22491791,22491805,,10.9735/2249-1791,[],en
BIOINFO Computational Mathematics,203550,Bioinfo Publications,22497099,22497102,,10.9735/2249-7099,[],en
BIOINFO Computational Optimization,203447,Bioinfo Publications,22495533,22495541,,10.9735/2249-5533,[],en
BIOINFO Computer Engineering,203408,Bioinfo Publications,22493980,22493999,,10.9735/2249-3980,[],en
BIOINFO Drug targets,203375,Bioinfo Publications,22491759,22491767,,10.9735/2249-1759,[],en
BIOINFO Environment and Pollution,203373,Bioinfo Publications,22491716,22491724,,10.9735/2249-1716,[],en
BIOINFO Financial Management,203625,Bioinfo Publications,2250091X,22500928,,10.9735/2250-091X,[],en
BIOINFO Genetic Programming,203409,Bioinfo Publications,22494006,22494014,,10.9735/2249-4006,[],en
BIOINFO Mechanical Engineering,203646,Bioinfo Publications,22773738,22773746,,10.9735/2277-3738,[],en
BIOINFO Medical Imaging,203549,Bioinfo Publications,22497072,22497080,,10.9735/2249-7072,[],en
BIOINFO Optimization Theory and Applications,203445,Bioinfo Publications,22495495,22495509,,10.9735/2249-5495,[],en
BIOINFO Pharmaceutical Biotechnology,203385,Bioinfo Publications,22491813,22491821,,10.9735/2249-1813,[],en
BIOINFO Project Management,203376,Bioinfo Publications,22491732,22491740,,10.9735/2249-1732,[],en
BIOINFO Renewable & Sustainable Energy,203374,Bioinfo Publications,22491694,22491708,,10.9735/2249-1694,[],en
BIOINFO Security Informatics,203551,Bioinfo Publications,22499423,22499431,,10.9735/2249-9423,[],en
BIOINFO Sensor Networks,203648,Bioinfo Publications,2249944X,22499458,,10.9735/2249-944X,[],en
BIOINFO Sociology,203371,Bioinfo Publications,22491678,22491686,,10.9735/2249-1678,[],en
BIOINFO Soft Computing,203389,Bioinfo Publications,22492747,22492755,,10.9735/2249-2747,[],en
BIOINFO Systems Engineering,203388,Bioinfo Publications,22492720,22492739,,10.9735/2249-2720,[],en
BIOINFO Vaccine Sciences,203588,Bioinfo Publications,22773711,2277372X,,10.9735/2277-3711,[],en
Biological Control Attempts in the Philippines,555882,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A136V4I6,[],en
Biological control of mosquito-borne viral diseases Prospects and challenges,393504,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/M01-2016-1-RA-,[],en
Biological control of mosquito-borne viral diseases Prospects and challenges,393535,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/M01-2016-1-RA-1,[],en
Biological Control of the Brown Planthopper Nilaparvata lugens (Homoptera Delphacidae) with Dry Mycelium Applications of Metarhizium anisopliae (Deuteromycotina Hyphomycetes),556654,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A228V6I6,[],en
Biological Signals and Receptors,310793,S. Karger AG,14224933,14224992,,10.1159/issn.1422-4933,[],en
Biological Study of Aspidiotus destructor Signoret in Different Coconut Varieties and Other Host Plants,554417,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A78V2I6,[],en
Biological Study of Aspidomorpha miliaris (Fabricius) (Chrysomelidae Coleoptera) with a Consideration of its Host Range and Natural Enemies,553254,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A29V1I5,[],en
Biological Study of the House Fly Pupal Parasitoid Spalangia endius (Walker) (Hymenoptera Pteromalidae),556730,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A254V7I4,[],en
Biological Study of the Sugar Cane Wooly Aphid Ceratovacuna lanigera Zehnter (Hemiptera Aphidoidea Pemphigidae) on Five Varieties of Sugar Cane,554804,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A92V3I2,[],en
Biology and Host Range of Plodia interpunctella Hubner (Pyralididae Lepidoptera),553233,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A25V1I4,[],en
Biology and Life Sciences Forum,434138,MDPI AG,,26739976,,,,en
BIOLOGY OF A SPIDER MITE Tetranychus urticae Koch AND A PHYTOSEIID PREDATOR Proprioseiopsis lenis (Corpuz & Rimando) AND ITS BIOLOGICAL CONTROL POTENTIAL,552942,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A683V33I2,[],en
Biology of Corn Seedling Maggot Atherigona oryzae Malloch (Muscidae Diptera),553234,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A26V1I4,[],en
Biology of Ephestia cautella (Walker) on Corn and its Comparative Development on Other Stored Products,556285,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A221V6I5,[],en
Biology of Labidura riparia (Pallas) and Its Predatory Capacity on the Asian Corn Borer,556728,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A252V7I3,[],en
Biology of the Buffalo Fly Haematobia exigua De Mejere (Diptera Muscidae),555960,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A149V5I1,[],en
Biology of the Cotton Semi-Looper Anomis flava flava (Fabr ) (Noctuidae Lepidoptera),555974,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A162V5I3,[],en
Biology of the Cotton Stainer Dysdercus cingulatus Fabricius (Pyrrhocoridae Hemiptera),553258,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A33V1I5,[],en
BIOLOGY OF THE PREDATORY WATER BUG Diplonychus rusticus (Fabricius) (HEMIPTERA BELOSTOMATIDAE) ON PREY Aedes aegypti L (DIPTERA CULICIDAE) WRIGGLERS,552943,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A684V33I2,[],en
Biology of the Sweet Pea Leaf Miner Phytomyza horticola Goureau (Diptera Agromyzidae) in the Philippines,554802,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A90V3I2,[],en
Biology of the Varicose Borer Agrilus sexsignatus (Fisher) on Bagras Eucalyptus deglupta Blume,556731,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A255V7I4,[],en
Biology of Two Species of Predatory Earwigs Nala lividipes (Dufour) (Dermaptera Labiduridae) and Euborellia (Euborellia) annulata (Fabricius) (Dermaptera Carcinophoridae),556729,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A253V7I3,[],en
BIOMED TARGET JOURNAL,546136,Quality Academic And Scientific Publishing Agency (QAASPA Publisher),,,,10.59786/bmtj,[],en
Biomedical Research Reports,70642,Elsevier ,,,,,,en
Biomimetic post A case report,392471,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z07-2015-1-CR-1,[],en
Bionomics of the Biting Midge Leptoconops (Styloconops) spinosifrons (Carter) (Diptera Ceratopogonidae) in Mindoro Occidental,556727,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A251V7I3,[],en
Bionomics of the Rice Green Leafhopper Nephotettix impicticeps Ishihara,553506,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A44V2I1,[],en
Bioremediation of colour removal in dye effluent by Moringa oleifera seed powder,304285,Skyfox Publishing,,,,10.22573/spg.ijals.016.s12200073,[],en
Biotechnology,30663,Springer Science and Business Media LLC,0733222X,,,,,en
Biotherapeutics for human eosinophil associated disorders,393525,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/OCY-2015-7-RA-1,,en
Biphasic Hydroformylation under Continuous Conditions,229659,Georg Thieme Verlag KG,,20600119,,10.1055/sos-SD-206-00119,,en
Biuletyn Szadkowski,305616,Uniwersytet Lodzki (University of Lodz),,,,10.18778/1643-0700,,en
Bladder Melanosis A rare case report,392935,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z15-2016-3-CR-3,[],en
Blockchain-based Authentication and Proof-of-Reputation Mechanism for Trust Data Sharing in Internet of Vehicles,470836,"""Old City Publishing, Inc""",,,,10.32908/ahswn.v53.8647,[],en
Blood clot bronchial cast causing airway obstruction during tunneled dialysis catheter placement,392644,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100074Z12AM2020CI,[],en
Blood Vessels,312079,S. Karger AG,03036847,2571791X,,10.1159/issn.0303-6847,[],en
Bloods—International Open Access Journal of Hematology,379401,MDPI AG,,2673415X,,,,en
Blucher Design Proceedings,237366,"""Editora Edgard Blucher, Ltda.""",,,,,,en
Blucher Medical Proceedings,239285,"""Editora Edgard Blucher, Ltda.""",,,,,,en
Blunt chest trauma causing chylothorax A case report with literature review,393265,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100015C04OA2018CR,[],en
Body Composition Changes in Starvation and Disease,423074,Decker Medicine,,,,10.2310/IM.9002,[],en
Borderlands,460642,De Gruyter Poland Sp. z o.o.,,14470810,,,,en
Botanical Pest Control Research in the Philippines,556701,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A234V7I1,[],en
Brain and Behavior,126565,Wiley (John Wiley & Sons),21579032,,21623279,,[],en
Brainstem vascular syndromes A practical guide for medical students,393235,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/N06-2016-8-RA-2,[],en
Branca Architecture Art and Space,314082,Caleidoscopio - Edicao e Artes,21839190,,,10.30618/2183-9190,[],en
Brasilis,422584,Docomomo International,,,,10.52200/43.I.2ZGGEV4Y,,en
Brazilian Archives of Physical Education,327395,Universidade Federal do Tocantins,25950096,,,10.20873/abef,[],en
Brazilian Congress,401577,Brazilian Congress,,,,10.51162/brc,[],en
Brazilian Journal of Health Review,466309,Brazilian Journal of Health Review,,,,10.34119/bjhrv,[],en
Bridges and Infrastructures,422586,Docomomo International,,,,10.52200/45.I.T7P8E0FS,,en
Bring the War Home by Kathleen Belew (Harvard University Press),422970,Centre for Defence Research,,,,10.51174/AJDSS.0101/WOEY9097,,en
British Journal of Clinical Audit,304481,British Journal of Clinical Audit,,,,10.23848/bjca.201711,[],en
British Journal of Science,284299,"""Science and Education, Ltd.""",20473745,,,,,en
Broad ligament hernia A rare cause of small bowel obstruction,392841,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z12-2016-13-CR-5,[],en
Broad-scale mapping of hydrologic features affected by slope thermokarst from Arctic drainage Northwestern Canada Methods and Data,464066,Northwest Territories Geological Survey,,,,10.46887/2020-013,[],en
Broad-Scale Mapping of Terrain Impacted by Retrogressive Thaw Slumping in Northwestern Canada,463982,Northwest Territories Geological Survey,,,,10.46887/2016-008,[],en
Bromocresol Green Indicator for Measuring Feeding Activity of Nilaparvata lugens on Rice Varieties,555969,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A157V5I2,[],en
Brown Hospital Medicine,468446,"""Department of Medicine, Warren Alpert Medical School at Brown University""",,28315553,,,,en
Brucella endocarditis of a prosthetic valve in a non-endemic region,405997,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100006Z16RB2020CR,[],en
Brønsted Acid Catalyzed Reactions,229481,Georg Thieme Verlag KG,,20200323,,10.1055/sos-SD-202-00323,,en
Bubble contrast echocardiography study for diagnosing pulmonary arteriovenous shunt in a case of hepatopulmonary syndrome,394280,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100003VAM08SG2020CR,[],en
Buffalo Lake Area of Interest Phase I Non-renewable Resource Assessment - Minerals Northwest Territories Parts of NTS 85B and 85C,463819,Northwest Territories Geological Survey,,,,10.46887/2008-07,[],en
Bulletin (Centre for Women s Development Studies),308544,SAGE Publications,09705899,,,,,en
Bulletin of mines,316849,Mining Institute Belgrade,,,,10.25075/BM.2017,[],en
Bulletin of mines,308439,Mining Institute Belgrade,00359637,,,10.25075/BM.2016,[],en
Bulletin of Peoples Friendship University of Russia Scientific Journal,283426,"""Science and Education, Ltd.""",,,,,,en
BULLETIN OF SURGERY IN KAZAKHSTAN,458867,National Scientific Center of Surgery named after A.N. Syzganov,,,,10.35805/BSK2021,[],en
Bulletin of the Altai Academy of Economics and law,290206,"""Science and Education, Ltd.""",18184057,,,,,en
Bulletin of the Moscow state University of culture and arts,285230,"""Science and Education, Ltd.""",19970803,,,,,en
Bulletin of the Natural History Museum Botany,10818,Cambridge University Press,09680446,14752956,,,,en
Bulletin of the Natural History Museum Entomology,11096,Cambridge University Press,09680454,14752964,,,,en
Bulletin of the Natural History Museum Geology,10819,Cambridge University Press,09680462,14752972,,,,en
Bulletin of the saratov state technical university,283386,"""Science and Education, Ltd.""",,,,,,en
Bulletin of the Sholokhov Moscow State University for the Humanities,285232,"""Science and Education, Ltd.""",19926391,,,,,en
Bulletin of the Sholokhov Moscow State University for the Humanities Philology,285229,"""Science and Education, Ltd.""",19926375,,,,,en
Bulletin of the Volgograd pedagogical University,285228,"""Science and Education, Ltd.""",18159044,,,,,en
Bulletin of Traighyrov University Energetics series,419463,Toraighyrov University,18111858,,,10.48081/1811-1858,,en
Bulletin of Traighyrov University Humanities series,419464,Toraighyrov University,18111815,,,10.48081/1811-1815,,en
Business Management Analysis Journal (BMAJ),545399,Universitas Muria Kudus,,,,10.24176/bmaj,[],en
Business-Engineering,465140,"""Georgian Technical University, Techinformi""",15120538,,,10.36073/1512-0538,[],en
Caderno Virtual,192485,Instituto Brasiliense de Direito Publico,,19813759,,10.11117/CV,,en
Cakrawangsa Bisnis Jurnal Ilmiah Mahasiswa,549877,Sekolah Tinggi Ilmu Manajemen YKPN Yogyakarta,27217329,27213102,,10.35917/cb,[],en
Can Asians fight? Organisational-cultural impediments to the conduct of Asian high-tech conventional warfare,460225,Centre for Defence Research,,,,10.51174/AJDSS.0302/KXPK4847,[],en
Can the peritoneal recurrence be prevented after curative surgery?,393623,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/S05-2015-5-ED-3,[],en
Cancer Control and Cost A Constant Challenge,554856,Ecurater Publishing LLC,,,,10.58735/ACRMe111,[],en
Cancer Control and Cost A Constant Challenge,554830,Ecurater Publishing LLC,,,,10.58735/acrmr111,[],en
Cancer Research Communications,457775,American Association for Cancer Research,,,,10.1158/1078-0432,[],en
Cancer Treatment – From Immunotherapy To Gene Therapy And Beyond,539683,Ecurater Publishing LLC,,,,10.58735/acrme103,[],en
Candida krusei-induced colitis A rare opportunistic infection,396700,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100042Z11AA2020CR,[],en
Caoutchoucs,464143,Editions Techniques de l Ingenieur,,,,10.51257/o-42615210,[],en
CARACTERÍSTICAS EPIDEMIOLÓGICAS DO SUICÍDIO NA MACRORREGIÃO SUL DO ESTADO DE SANTA CATARINA,302890,Fundacao Educacional de Criciuma- FUCRI,,,,10.18616/gcsaude16,,en
Carbaryl and Monocrotophos Residues in Cottonseeds Oil and Cake,555123,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A108V3I6,[],en
Carbaryl and Monocrotophos Residues in Cottonseeds Oil and Cake,555113,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A108V3I5,[],en
Carbaryl Residues in Rice Sprayed with a Spinning Disc Ultra Low Volume Applicator,555115,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A100V3I6,[],en
Carbaryl Residues in Rice Sprayed with a Spinning Disc Ultra Low Volume Applicator,555104,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A100V3I5,[],en
Carbene-Catalyzed Benzoin Reactions,229566,Georg Thieme Verlag KG,,20400276,,10.1055/sos-SD-204-00276,,en
Carbocyclization of 1 6-Enynes with Electron-Deficient Ketones,229565,Georg Thieme Verlag KG,,20300107,,10.1055/sos-SD-203-00107,,en
Carbofuran and 3-Hydroxycarbofuran Residues in Rice Plants and Grains,555119,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A104V3I6,[],en
Carbofuran and 3-Hydroxycarbofuran Residues in Rice Plants and Grains,555108,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A104V3I5,[],en
Carbon Future,549826,Tsinghua University Press,,,,10.26599/CF,[],en
Carbon—Heteroatom Bond-Forming Reactions,229693,Georg Thieme Verlag KG,,20600410,,10.1055/sos-SD-206-00410,,en
Cardiothoracic and vascular surgery is not immune to predatory publishing,393269,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C04-2017-11-ED-3,[],en
Care of the “unknown patient” in a Nigerian tertiary hospital setting,397377,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100027P16UE2020RA,[],en
Career International Journal of Science and Technology,327115,Ignited Minds Pvt. Ltd.,,,,10.29070/CIJST,[],en
Career International Journal of Social Sciences and Law,327116,Ignited Minds Pvt. Ltd.,,,,10.29070/CIJSSL,[],en
Carlin-type gold and clastic-dominated zinc-lead potential of the Misty Creek Embayment region Mackenzie Mountains Northwest Territories,463953,Northwest Territories Geological Survey,,,,10.46887/2017-02,[],en
Carp Lakes (85 P) - Preliminary geological compilation,463567,Northwest Territories Geological Survey,,,,10.46887/1996-03,[],en
Carvingstone and Inuit carvings Unique northern Canadian resources,463613,Northwest Territories Geological Survey,,,,10.46887/1987-07,[],en
Carvingstone Occurrences of the Northwest Territories A report done for the Department of Energy Mines and Petroleum Resources and the Department of Economic Development and Tourism Government of the Northwest Territories,463536,Northwest Territories Geological Survey,,,,10.46887/1992-15,[],en
Case of primary thyroid rhabdomyosarcoma in children with literature review,394815,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100076Z12YA2020CS,[],en
Case Reports in Virology and Infectious Diseases,310794,S. Karger AG,,16645812,,10.1159/issn.1664-5812,[],en
Case Reports International,467441,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/CaseRepInt,[],en
Caspian Journal of Applied Sciences Research,195925,Caspian Journal of Applied Sciences Research,22519114,22519114,,10.11115/CJASR,[],en
Catalyst Tuning by Water,229645,Georg Thieme Verlag KG,,20600038,,10.1055/sos-SD-206-00038,,en
Catalyst-Free Addition in C—N Bond Formation,229671,Georg Thieme Verlag KG,,20600151,,10.1055/sos-SD-206-00151,,en
Catalyst-Free Addition of Carbonyl Compounds,229666,Georg Thieme Verlag KG,,20600143,,10.1055/sos-SD-206-00143,,en
Catalytic Asymmetric Additions of Alkynes to Aliphatic Aldehydes via Zinc(II) Salts,229474,Georg Thieme Verlag KG,,20200250,,10.1055/sos-SD-202-00250,,en
Catalytic Diboration Conjugate Additions,229467,Georg Thieme Verlag KG,,20100191,,10.1055/sos-SD-201-00191,,en
Catalytic Enantioselective Fluorination,229538,Georg Thieme Verlag KG,,20300557,,10.1055/sos-SD-203-00557,,en
Catalytic Generation of Activated Carboxylates from α β-Epoxyaldehydes,229582,Georg Thieme Verlag KG,,20400314,,10.1055/sos-SD-204-00314,,en
Catalytic Use of Indium(0) for C—C Bond Transformations in Water,229437,Georg Thieme Verlag KG,,20600615,,10.1055/sos-SD-206-00615,,en
Catalyzed Carbozincation of Alkenes,229458,Georg Thieme Verlag KG,,20100213,,10.1055/sos-SD-201-00213,,en
Catalyzed Reactions,229682,Georg Thieme Verlag KG,,20600348,,10.1055/sos-SD-206-00348,,en
Catastrophic aortic dissection in a patient of end stage renal disease,393274,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C04-2015-6-CR-5,[],en
Catastrophic expenditure related to the burden of cancer drugs on patients in Senegal,397291,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100026P16IW2020RA,[],en
Caucasus Abstracts Journal of Nanoscience and Nanotechnology,377247,"""Georgian Technical University, Techinformi""",,26679221,,10.36073/2667-9221,[],en
Causes of surgical acute abdomen in adults at St Francis Hospital A semi-urban hospital at Kilombero Tanzania,397158,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100012G01TK2020CR,[],en
Cell biology needs super-resolution,393334,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C06-2015-3-ED-1,[],en
Cemara Education and Science,556679,Yayasan Cendekia Madani Nusantara,,29874092,,10.62145/CES,[],en
Central European Journal of Computer Science,122485,De Gruyter Poland Sp. z o.o.,18961533,20819935,,,,en
Central European Journal of Engineering,110785,De Gruyter Poland Sp. z o.o.,18961541,20819927,,,[],en
Central Mackenzie Plain and Southern Peel Plain Subsurface Mapping Report,464053,Northwest Territories Geological Survey,,,,10.46887/2020-014,[],en
Central retinal artery occlusion with cilioretinal artery sparing of fovea,392556,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100008Z17LV2018CL,[],en
Cervical Cancer,419446,Decker Medicine,,,,10.2310/OBG.19162,[],en
Cervical cytology screening in Sub-Saharan Africa,393826,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/P16-2015-5-LE-3,[],en
Cervical region transfixed by a sickle Esophageal perforation,392695,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100067Z12TB2019CR,[],en
Cervico-isthmic ectopic pregnancy A case report,393700,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/G06-2016-9-CR-3,[],en
Chagas disease Migration and transmission mechanisms myths and realities,393333,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C06-2015-4-ED-2,[],en
Challenges and outcome of management of breast cancer in Abakaliki South East Nigeria,393181,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100009C01UE2019OA,[],en
Challenges of Science,381757,Institute of Metallurgy and Ore Benefication,,27079481,,10.31643/2020.000,[],en
Characteristics of gross motor function among children with spastic cerebral palsy aged between 2–4 years,393683,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/P05-2017-3-OA-3,[],en
Characterization of essential oil from the seed of Eucalyptus cloeziana and evaluation of its modes of medicinal potentials,393784,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/I03-2017-5-OA-4,[],en
Characterization treatment and recovery of fish byproduct as a stable bio-fertilizer,308152,Skyfox Publishing,,,,10.22573/spg.ijals.017.s12200081,[],en
Chem Squared,311383,Association Science2 (Science Squared),,,,10.28954/2017.csq.12.000,[],en
Chemical composition and testosterone level enhancing property of Sterculia oblonga leaf essential oil in male albino rats,393757,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100024P16FM2019RA,[],en
Chemical composition anthelmintic and antimicrobial activity of chloroform fraction of ethanol extract of Cleome rutidosperma,393769,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100019P16FM2018OA,[],en
Chemical composition antioxidant and larvicidal activity of Alchornea laxiflora (Benth) leaf extracts,393299,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/P06-2017-1-OA-1,[],en
Chemical Engineering,469171,Science & Technology,,,,10.31044/1684-5811-2022-23-6-261-269,[],en
Chemodynamics of Isoprocarb in the Rice Paddy Environment,555977,"""The Philippine Association of Entomologists, Inc.""",,,,10.59852/TPE-A165V5I4,[],en
Chemotherapia,312083,S. Karger AG,03667170,25717235,,10.1159/issn.0366-7170,[],en
Chemotherapy induced anemia in patients with malignant diseases A Montenegro study,393209,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/C01-2015-2-OA-1,[],en
China’s civilian army the making of wolf warrior diplomacy,460230,Centre for Defence Research,,,,10.51174/AJDSS.0302/JTRR8432,[],en
Chinese Journal of Semiconductors,234446,IOP Publishing,02534177,,,10.1088/issn.0253-4177,[],en
Chiral Alkanes by Hydrogenation of Prochiral Alkenes Catalyzed by Rhodium(I) Complexes,229655,Georg Thieme Verlag KG,,20600089,,10.1055/sos-SD-206-00089,,en
Chiral Lewis Acid Catalyzed [3 + 3] Cycloadditions of Nitrones to Doubly Activated Cyclopropanes,229512,Georg Thieme Verlag KG,,20300034,,10.1055/sos-SD-203-00034,,en
Choledochal cyst in a young adult patient a rare pathology that requires prompt and precise treatment,393662,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100042S05JS2020CR,[],en
Chondroid lipoma A rare recently described benign lipomatous tumor,393048,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z11-2015-2-CR-2,[],en
Chronic critical limb ischemia due to cardioembolism treated with thromboembolectomy,392836,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/Z12-2016-12-CL-4,[],en
Chronicles of Behavioral Psychology,556324,Peertechz Publications Private Limited ,,,,10.17352/cbp,[],en
Chronological charts and Archean stratigraphy of the Slave Province part of NTS areas 75 76 85 and 86,463684,Northwest Territories Geological Survey,,,,10.46887/1997-13,[],en
Cigarette purchase and accessibility among children in a developing country A study among in-school youth in Lagos state Nigeria,299870,European Publishing,,,,10.18332/tpc/554545,[],en
Civil-military relations Control and effectiveness across regimes |Thomas C Bruneau and Aurel Croissant (eds),423014,Centre for Defence Research,,,,10.51174/AJDSS.0202/DQWG8187,[],en
Clan family and drug crime A Boshe village in South China as an example,393741,"""EDORIUM Journals, Pvt., Ltd.""",,,,10.5348/100014P13ZT2019ED,[],en
